train_loss,val_loss
1.7179627606723087,1.2571642648721795
1.4515292997912195,1.1673117870728131
1.3417206020600543,1.32652929052709
1.275460275423105,1.185741973508239
1.211130565002417,1.0450998389029078
1.146331677061185,0.8738085438495286
1.0917953580138768,0.8827775556461087
1.028928149685599,0.776968926523945
0.9649904828171255,0.7051655821768301
0.9039810515676664,0.7120449502420213
0.8350698884852062,0.6194915909353378
0.7784405773475622,0.5463450718338468
0.7177979143294491,0.700814541030143
0.6680332372042911,0.49207717013112934
0.6124703341645826,0.5186164160577148
0.5578710160263098,0.4787926653246229
0.5092468819961288,0.40486751704653606
0.4650781415762242,0.4426751258600104
0.4319295594546573,0.32011547103424426
0.39959262907505033,0.29779512529993163
0.3763223318784375,0.2625205254714404
0.3488649360691811,0.27675663074478507
0.32933756441620576,0.32447653167141005
0.33831233879808825,0.5050641999741856
0.2907345437723245,0.2818255878394536
0.2800933726467312,0.23694406847763666
0.2689365052225793,0.2924609798123389
0.24926591611787724,0.21777574409913672
0.24488180857870454,0.28934336125955235
0.22827738117788748,0.21098882487162232
0.21832008871618191,0.195457455511392
0.21256722644408654,0.2222699954624139
0.20182508221345316,0.23629172089892694
0.1979978445385451,0.1766866795411001
0.1839031056861447,0.24143385032740688
0.1800869728793417,0.19603869965275017
0.17322976887862382,0.1985710860774686
0.16881588317852145,0.20602831635853494
0.1668063097969566,0.22658414061153767
0.15682994996046293,0.21226112749523704
0.1487436778621802,0.8483979049068852
0.1499151567747062,0.2199745935794348
0.14557705222048056,0.1756172419939373
0.14050160017938104,0.21415619165467042
0.14106028955339955,0.19183454638550756
0.1333706967183763,0.19324859709013253
0.12833180415539155,0.21195246918426033
0.1283794137327505,0.15544738855403142
0.12893566082892577,0.1833603022241732
0.1211622134044952,0.2218147846400882
