train_loss,val_loss
1.7627907478634048,1.3811690666313683
1.4878532612586723,1.22441711954681
1.3535343467312702,1.206287649497556
1.2531507730484008,1.0403100095157112
1.1690357128486915,0.9694043958027448
1.102670145078617,1.1288372854303037
1.0383203973884092,1.0257203375554778
0.9791233904659749,0.7682077642632846
0.8961726691792993,0.781439003800689
0.8299012986176154,0.6426099664531648
0.7591752939254922,0.7176617780434172
0.6913445983301191,0.6976947704596179
0.6234971709111158,0.5924591196733948
0.5647528522812268,1.447806643563703
0.5085012057741337,0.6737144534249637
0.4549560832352761,0.6818569906588111
0.4022034828660681,0.44312078269058475
0.35428374231628634,0.5238206706525504
0.322924526867128,0.44632392972770113
0.2937885177431299,0.4080050647109082
0.26060325984076105,0.42611116427412654
0.23915437328156686,0.31425663651732194
0.23194513148936333,0.43706159775943626
0.2018877118361963,0.37811275826035334
0.18374894112759435,0.37205960357096046
0.18049131884506683,0.5195327602393393
0.17339406589881573,0.4280070331546345
0.1575503564943039,0.5003093938201866
0.1506330645061098,0.57102406593216
0.1467234689054107,0.3516972193023114
0.1465870162804683,0.4189305379155225
0.12939372270176297,0.44818075562943704
