train_loss,val_loss
1.2027184365901897,0.5160153172660752
0.49784414904706475,0.33394881301709184
0.35405356562848156,0.2851157052906014
0.2779202428622424,0.23185591547683412
0.23167050455730429,0.24691322332312535
0.19768244193908382,0.17047052815723873
0.16825926973561134,0.16034469841127116
0.14571916745192057,0.14635250775141426
0.130600363596408,0.1219274774760249
0.11137426957327515,0.1533765609515935
0.10150814910491571,0.1343122078266918
0.09252102203818124,0.1428982989834497
0.08484648687707694,0.16288549285757523
0.08046436971884163,0.09656658275694749
0.07154237961016778,0.12817890809667784
0.0713232454898133,0.12213187788295597
0.06342954524849341,0.16535901745139978
0.06002948724533556,0.10762822426061446
0.06596807285320708,0.1444947684581166
0.05699396109952584,0.09766749839908632
0.05705721245241039,0.14341993854761118
0.05520476672848216,0.09396779847557875
0.05784159357995785,0.1002877362878475
0.04935990514719288,0.16040668434607142
0.0410508711635727,0.11258470175279658
0.05389354100832169,0.1290480831772324
0.04771825244504126,0.21772726192156305
0.06119976562358263,0.25486232542308634
0.054919483340742696,0.09207422007083162
0.03606387080256434,0.10088600736532628
0.04155518920253683,0.10861466383063803
0.04228984319953281,0.15311186545269656
0.04478507449028095,0.12806338415089158
0.03314225255208382,0.08961850375417921
0.03729422571718426,0.09695873853164423
0.036662439828654504,0.07068995731812525
0.03619736561891626,0.10536662026236497
0.03481428992530067,0.13484463292702945
0.03648557888028206,0.08240862469930985
0.03153235311723024,0.10921336269315621
0.031874061957992916,0.16121346768367012
0.03133233157712071,0.10873437221042488
0.031017853637742183,0.10910310891931983
0.030410971280178282,0.11536588321673337
0.025533630225856627,0.10154234828537158
0.02637892187017572,0.1246549854364665
